Bin size: 10 10 10
Number of bins: 5
Number of items per bin: 20
Total volume of items: 3356
Items:
1 1 10
3 5 1
3 4 4
2 2 7
4 2 4
1 3 4
2 5 4
6 2 4
1 9 6
4 6 2
5 5 2
2 4 5
4 3 3
3 5 3
2 3 6
1 5 4
8 1 6
5 3 3
6 2 5
4 5 2
5 1 2
6 1 5
8 2 3
3 4 4
7 7 1
5 6 1
3 6 3
6 1 4
8 1 1
2 5 1
2 1 10
5 1 10
5 3 2
3 3 4
3 5 2
4 3 3
3 1 10
4 1 3
3 3 3
4 1 2
8 1 3
4 2 5
2 4 6
1 2 7
3 4 2
5 4 2
5 3 3
5 3 2
5 2 3
4 2 4
8 5 1
4 1 4
6 1 8
3 2 10
6 5 2
4 3 1
6 1 4
2 4 5
2 5 5
3 3 4
4 2 6
3 6 1
3 4 4
3 5 3
4 5 1
1 3 3
5 4 3
4 2 4
5 3 1
2 5 5
1 6 6
4 4 3
2 1 8
4 3 2
4 5 3
4 5 1
3 3 4
6 2 3
3 2 4
6 4 2
3 2 4
2 5 5
1 4 8
4 4 1
3 1 4
4 4 3
3 5 2
6 1 8
3 4 1
1 5 3
6 1 8
3 2 6
3 4 4
4 2 2
3 6 2
2 3 6
3 4 1
4 2 4
3 2 5
2 4 3
