Bin size: 100 100 100
Number of bins: 5
Number of items per bin: 50
Total volume of items: 4617706
Items:
4 77 100
49 26 4
38 1 16
11 42 43
14 27 83
48 13 51
3 42 50
27 32 35
33 35 31
26 37 31
26 37 35
3 32 35
5 18 48
12 25 63
43 10 59
39 21 16
30 36 27
26 7 31
57 42 10
17 35 42
27 32 29
58 29 14
4 60 16
22 40 30
31 35 5
43 16 22
25 26 37
41 37 10
36 33 30
17 38 24
25 13 36
25 25 44
17 14 42
33 9 31
38 4 24
22 38 24
3 37 37
43 41 17
23 60 16
25 25 2
19 33 35
5 22 43
41 25 8
34 35 27
29 26 17
38 43 16
43 63 11
30 10 27
15 22 43
32 39 27
49 60 7
2 32 35
5 39 32
35 2 33
17 29 50
43 5 22
38 24 27
15 32 35
34 4 32
38 24 32
33 44 20
39 39 6
18 33 35
34 36 27
40 18 22
26 14 31
34 26 27
17 65 8
83 25 5
34 27 27
38 12 24
34 19 27
49 26 27
1 37 41
17 37 37
14 47 52
43 9 22
25 5 36
39 21 27
40 16 22
17 35 47
32 34 21
38 59 16
49 15 28
29 22 43
25 38 37
43 17 43
34 27 37
32 29 37
2 46 27
71 15 16
43 14 49
30 18 48
38 20 40
9 35 38
57 42 12
25 21 63
48 25 27
10 26 52
32 1 32
9 39 27
58 30 14
35 40 8
32 34 14
41 37 2
39 10 73
11 25 63
38 33 17
35 12 33
28 63 14
16 32 43
41 12 27
8 37 41
58 4 14
12 75 16
6 46 33
25 25 23
37 22 43
14 52 51
43 22 17
40 46 19
41 25 13
2 33 30
19 25 57
43 2 16
31 31 35
2 32 35
13 18 41
22 35 38
33 31 24
9 35 25
17 22 50
32 18 48
10 40 32
20 26 48
14 13 51
29 18 52
43 18 22
43 27 22
4 37 37
14 73 14
45 37 10
12 33 35
47 26 3
9 37 37
41 16 27
22 40 11
14 27 17
37 3 28
16 35 25
26 9 28
31 4 35
37 18 28
1 75 62
4 23 100
2 26 52
38 21 24
26 36 27
14 26 52
26 32 28
22 35 37
5 33 35
49 34 16
39 39 13
19 39 33
37 42 15
24 39 33
31 35 32
39 13 51
37 18 41
17 51 42
20 26 45
24 37 37
25 25 18
17 34 35
34 29 27
35 26 33
11 37 35
35 25 27
37 37 4
25 11 37
49 15 29
2 36 27
43 26 16
49 26 28
38 43 20
38 24 18
37 21 28
37 37 6
31 35 3
34 10 37
14 26 59
43 7 33
27 32 14
49 22 15
29 26 31
43 25 16
31 25 36
17 18 52
15 40 32
32 5 32
5 33 35
39 38 23
43 4 43
26 58 14
32 8 37
43 22 6
3 33 35
13 46 27
26 17 28
25 36 36
6 60 16
9 35 37
14 73 27
37 35 25
43 63 10
27 26 45
32 34 32
9 52 51
17 14 50
28 26 48
38 39 24
50 18 11
13 32 35
34 32 32
10 25 36
38 23 40
39 13 47
6 22 43
9 46 19
49 6 73
34 3 32
34 20 27
26 16 73
33 31 28
41 37 10
41 7 27
40 41 22
38 33 29
17 46 27
6 42 50
57 42 1
25 54 5
43 63 8
49 34 4
33 44 11
29 18 48
3 37 41
43 27 24
43 27 25
