Bin size: 100 100 100
Number of bins: 5
Number of items per bin: 50
Total volume of items: 4457793
Items:
3 52 78
12 36 34
43 9 23
36 35 9
42 13 36
9 38 57
34 28 40
2 24 46
20 46 26
20 27 31
13 38 40
37 12 36
27 29 37
34 28 11
18 32 36
11 54 48
32 35 3
47 25 17
29 29 10
3 38 26
21 35 50
17 44 8
30 3 40
45 1 42
47 27 17
36 24 36
34 25 2
7 54 31
32 34 32
10 69 43
18 44 25
5 80 30
13 46 33
16 44 36
29 36 34
32 38 8
11 46 54
66 12 26
36 23 36
11 46 26
39 30 6
20 21 53
36 22 36
14 31 35
37 22 25
37 29 20
31 16 26
36 38 26
45 11 36
34 40 22
66 12 40
10 21 57
39 30 6
4 35 37
36 36 27
11 32 33
4 36 43
32 35 28
41 20 34
39 38 5
34 3 40
29 29 6
31 46 21
27 19 41
11 26 50
26 46 26
21 30 37
11 48 54
44 28 25
1 54 31
29 35 29
29 29 41
61 6 40
31 36 32
34 4 42
30 30 21
22 24 46
34 17 42
16 6 40
28 18 45
36 35 28
11 40 22
39 39 19
16 46 40
12 44 33
44 10 34
28 20 38
1 36 43
5 80 70
3 33 33
25 15 46
36 1 33
9 45 36
43 35 23
33 33 33
2 46 26
17 44 5
20 30 50
36 21 37
5 48 43
39 27 32
33 37 26
3 33 32
27 52 20
34 27 24
50 48 8
35 52 17
47 38 12
17 44 10
56 21 4
39 38 4
17 27 31
1 44 45
34 43 18
11 40 44
25 36 2
18 30 37
33 13 37
30 19 40
15 24 34
34 52 2
37 1 36
33 34 31
7 35 32
61 35 2
3 36 34
15 45 46
18 31 42
11 33 32
25 33 32
2 46 34
7 31 36
41 6 34
11 46 5
31 2 38
61 3 45
33 40 22
27 31 42
39 29 19
15 52 15
41 23 35
16 53 40
66 9 43
30 24 34
31 30 26
44 19 25
11 46 27
39 32 15
11 46 6
45 4 43
27 31 35
39 8 32
33 10 31
50 15 22
31 46 16
11 37 22
66 12 34
4 48 46
15 7 46
10 38 57
7 44 64
5 44 64
30 52 17
34 25 42
33 18 45
34 52 9
9 52 68
45 10 40
10 44 57
34 6 42
12 28 38
38 12 38
35 35 12
10 29 37
16 38 45
30 24 40
35 17 44
31 4 32
15 44 31
28 32 33
45 16 22
11 46 4
33 37 6
12 24 42
1 54 31
36 10 33
45 11 40
39 38 14
28 35 32
31 36 25
31 4 32
50 25 14
11 54 52
10 40 22
66 6 43
34 31 23
11 48 46
27 33 29
31 36 13
8 31 36
33 24 42
32 35 15
32 35 2
34 25 3
14 56 36
34 12 40
39 26 3
5 20 100
49 7 25
34 9 42
41 24 34
39 26 24
18 44 16
28 48 16
25 36 41
10 31 100
17 44 45
5 47 25
13 46 30
17 44 41
37 22 43
36 21 16
38 40 6
41 4 34
34 5 100
39 24 22
18 44 23
10 25 57
32 4 32
2 48 46
31 38 7
31 46 5
50 31 14
39 32 24
30 30 2
37 22 18
27 33 12
18 32 36
34 27 23
9 52 10
49 14 44
28 28 38
25 33 36
25 24 46
43 4 22
8 44 43
31 2 32
29 35 19
50 48 3
26 28 38
