Bin size: 100 100 100
Number of items: 100
Total volume of items: 956570
Items:
21 55 15
21 1 42
25 12 32
14 33 36
26 5 25
21 19 43
22 34 24
11 34 35
26 22 9
2 34 24
21 5 42
40 30 11
23 27 8
21 4 42
13 22 33
21 30 13
21 45 18
16 34 6
45 9 41
21 26 19
26 1 30
28 27 8
27 19 24
28 10 37
21 13 42
26 24 27
21 26 16
28 27 12
14 34 16
24 30 8
11 34 6
9 34 39
26 9 30
25 33 4
3 34 16
21 35 16
23 27 25
31 37 15
7 34 24
26 20 15
12 34 21
27 30 20
24 30 23
21 32 22
23 34 16
12 37 15
22 46 15
21 45 3
28 6 41
23 27 8
16 34 15
43 9 15
28 1 41
28 16 5
21 15 36
9 34 24
26 25 25
25 21 32
1 36 39
28 27 18
25 34 16
6 9 41
39 20 15
26 36 11
10 34 21
21 18 43
27 30 7
28 27 19
27 15 24
28 6 41
14 30 32
27 30 14
26 24 28
28 37 2
12 34 24
39 22 11
21 2 36
26 12 28
21 37 4
24 30 10
13 36 39
28 37 2
39 11 4
16 34 31
30 21 21
17 34 27
28 27 21
28 16 36
14 34 16
11 34 16
30 13 21
14 66 15
26 24 3
21 35 20
21 30 23
26 30 7
26 22 24
39 11 40
21 37 3
21 32 20
