Bin size: 100 100 100
Number of items: 100
Total volume of items: 903956
Items:
33 27 6
27 32 17
16 22 30
2 43 32
34 27 4
17 13 38
25 22 30
41 4 32
26 25 2
20 25 33
13 16 32
21 25 21
20 18 32
7 27 41
7 43 32
34 17 21
19 3 34
59 4 32
6 25 28
21 10 32
12 37 36
34 17 15
41 4 17
4 25 39
34 25 11
20 1 33
10 26 26
11 25 39
16 27 28
30 17 23
2 25 39
21 17 32
13 37 36
20 22 32
20 12 33
28 17 32
6 25 28
14 32 17
41 19 17
55 25 6
13 17 32
34 20 10
22 6 32
41 8 32
22 31 18
20 26 26
20 3 33
17 27 28
21 30 10
46 8 32
30 14 23
27 23 26
37 10 32
41 9 37
1 25 28
20 29 22
18 22 32
20 29 11
14 38 23
41 5 78
19 38 11
30 7 23
26 25 15
20 6 33
25 20 30
18 11 32
19 28 34
5 20 30
41 13 13
24 13 38
6 20 30
1 27 34
10 37 32
40 38 12
41 4 68
30 26 6
5 26 32
13 17 32
6 25 39
21 30 22
6 26 32
27 23 6
23 25 28
41 5 22
19 27 32
5 20 30
59 3 32
26 25 17
34 25 6
27 14 32
19 6 32
22 31 14
34 20 26
25 17 32
15 38 23
13 35 32
21 25 30
19 7 34
4 25 57
8 25 34
