Bin size: 100 100 100
Number of items: 100
Total volume of items: 935340
Items:
38 12 13
5 34 20
22 11 37
19 9 56
22 14 37
26 31 22
18 12 31
23 7 32
41 31 7
38 9 50
19 25 33
23 35 23
5 23 30
19 23 30
23 27 3
11 13 37
6 34 43
20 34 20
23 34 20
19 12 56
12 31 21
19 16 56
38 20 13
23 8 37
31 23 2
28 23 2
38 45 9
36 23 5
19 27 29
25 27 11
19 23 3
38 12 28
4 34 20
6 31 21
19 31 21
19 23 12
38 2 13
5 13 37
17 23 37
81 1 100
6 31 21
2 34 20
31 13 37
29 1 32
23 35 1
5 13 37
22 25 33
7 13 37
13 33 17
19 23 31
23 7 37
8 23 32
21 34 19
29 3 20
22 26 23
19 33 27
14 34 32
31 23 24
23 27 29
59 5 37
26 31 13
27 23 8
6 34 43
38 10 13
28 23 17
23 34 8
16 35 27
19 17 56
25 7 31
38 4 63
11 33 24
23 34 3
19 46 10
29 11 32
23 34 23
38 29 13
28 23 13
1 23 37
19 33 9
2 34 43
29 22 9
2 31 42
23 8 37
20 22 27
38 7 50
19 23 16
18 22 31
29 22 23
27 7 24
21 34 21
27 26 24
29 31 20
25 27 20
27 23 22
21 34 23
15 31 35
20 13 27
19 12 44
19 3 36
25 33 17
