Bin size: 100 100 100
Number of bins: 5
Number of items per bin: 50
Total volume of items: 4670511
Items:
15 18 49
38 3 43
61 2 38
37 19 34
38 27 26
3 34 28
18 35 47
37 29 31
28 34 8
19 34 50
36 3 35
36 16 51
46 27 3
46 35 18
46 27 11
2 32 29
24 34 36
40 19 24
15 31 29
4 36 29
46 32 11
21 32 26
37 14 42
33 4 32
67 32 12
22 13 49
28 37 26
35 17 48
34 10 33
21 32 7
40 38 16
35 6 34
35 10 37
33 44 10
35 9 37
37 26 1
12 12 57
33 35 9
36 15 51
28 31 29
33 35 29
30 7 30
43 31 9
29 37 24
3 34 36
17 38 26
33 21 20
36 12 51
36 17 32
21 35 35
1 34 38
21 36 29
18 8 49
36 38 11
35 21 13
36 1 31
36 34 23
46 38 4
31 10 51
54 5 34
65 39 13
19 46 24
38 27 17
38 26 20
48 8 45
36 12 51
54 63 9
20 18 38
36 20 42
6 37 23
36 24 32
14 37 41
15 37 33
67 7 43
33 10 39
27 34 34
52 45 11
52 11 53
37 29 13
40 38 23
65 3 77
46 32 3
18 35 4
17 37 44
29 14 32
35 11 24
23 38 26
38 26 17
43 31 9
38 36 16
31 15 38
36 7 100
30 39 11
19 31 24
19 23 68
33 35 30
42 13 49
55 12 8
33 31 32
33 5 32
41 38 9
6 34 36
43 31 9
8 37 43
13 32 37
23 37 34
38 37 23
18 26 38
27 31 34
10 21 26
33 21 30
36 38 9
20 46 23
11 21 48
26 34 31
35 20 34
55 12 49
29 31 23
6 36 30
28 5 45
38 11 43
28 43 27
52 56 4
24 39 35
6 32 37
17 34 38
20 20 45
27 32 29
31 23 38
30 32 30
35 10 63
9 56 45
19 38 35
15 35 35
54 29 15
5 34 21
19 23 32
26 33 34
33 44 10
36 18 49
31 36 30
15 45 42
46 37 13
54 5 34
37 2 42
38 37 9
29 8 34
38 36 19
17 53 34
22 31 29
19 43 40
65 2 100
54 37 12
5 36 29
36 28 31
33 21 40
35 3 24
12 35 33
43 31 14
18 48 35
8 29 42
36 41 3
29 19 43
35 28 10
24 31 29
28 12 34
22 36 27
46 1 49
16 36 27
20 28 45
9 36 30
49 34 21
38 20 43
37 29 11
15 37 34
10 38 38
8 56 45
2 37 32
28 34 9
28 22 34
11 39 56
43 31 19
28 43 18
37 32 26
36 9 31
21 34 36
65 56 2
1 34 28
11 37 24
17 38 45
33 10 51
9 33 34
36 31 23
41 38 5
1 46 23
8 31 34
33 18 32
16 36 29
18 48 14
10 34 34
46 17 32
20 44 38
24 21 48
54 37 15
11 34 31
17 32 29
21 32 55
40 37 8
28 31 35
15 56 8
36 14 49
35 15 42
38 26 25
65 21 23
15 38 49
24 39 6
28 37 18
9 32 26
32 34 28
18 26 37
44 9 23
29 34 34
29 21 48
29 24 32
25 37 33
34 25 33
10 21 26
19 43 12
23 27 45
26 38 35
27 32 37
35 28 27
23 27 45
1 37 44
33 21 32
6 60 38
64 10 49
35 37 5
19 26 37
41 38 13
35 38 24
35 21 46
9 29 42
54 21 26
33 34 7
25 56 24
15 31 35
54 39 15
33 34 32
37 29 29
