Bin size: 100 100 100
Number of bins: 5
Number of items per bin: 50
Total volume of items: 4491888
Items:
37 42 18
22 42 29
36 20 37
33 62 1
33 62 6
21 33 36
6 72 36
27 32 21
15 42 28
43 12 34
5 20 29
28 38 9
35 2 33
42 23 20
33 19 41
35 1 33
14 34 53
31 26 33
41 20 6
43 10 28
26 40 24
35 11 39
23 40 37
17 33 41
23 40 7
56 62 10
1 29 34
11 90 36
37 20 36
22 42 10
14 44 53
59 58 7
30 19 55
28 48 9
6 28 100
29 24 35
27 72 16
12 38 36
56 38 11
3 38 36
35 42 4
36 24 42
41 20 10
73 80 3
23 46 23
8 21 72
52 23 2
29 52 22
10 40 34
27 20 38
13 38 16
35 27 36
49 25 24
3 43 33
35 36 25
34 31 36
16 43 33
36 34 17
29 52 19
15 41 18
11 40 58
42 1 42
31 17 33
37 13 33
33 38 5
42 12 24
41 40 4
34 22 34
42 31 20
14 22 34
34 12 34
49 27 24
19 52 15
44 6 36
14 49 46
6 72 64
16 40 24
27 28 37
35 20 25
50 23 10
27 24 43
24 26 7
27 12 43
11 79 34
24 42 21
17 14 58
29 25 35
17 8 58
54 21 18
2 23 52
48 17 35
17 23 58
3 41 18
33 38 26
28 10 42
35 23 31
16 40 33
41 3 100
28 42 28
24 7 59
41 43 1
2 22 34
42 9 20
27 21 38
11 56 27
41 43 12
35 26 15
28 32 15
33 29 34
3 20 29
17 48 42
3 52 76
24 21 21
36 24 2
19 23 38
34 31 35
42 15 42
17 21 54
23 38 16
24 26 44
7 42 36
73 17 21
24 21 51
35 8 33
23 46 29
27 28 18
14 48 47
27 30 38
41 20 40
27 28 21
31 11 20
36 20 34
33 6 34
14 22 100
41 27 34
41 27 8
26 25 34
33 1 60
35 24 33
28 6 27
22 42 18
17 57 17
41 20 44
24 23 42
25 52 14
28 1 27
37 31 3
41 30 16
24 56 8
28 41 27
2 43 33
49 49 13
9 43 46
19 52 9
33 41 3
27 4 43
33 1 60
49 10 59
11 56 31
41 40 2
56 43 11
24 30 16
49 4 59
41 3 50
29 3 35
31 48 20
37 13 33
23 13 36
27 1 38
26 32 34
14 32 42
17 24 41
11 50 58
37 31 3
37 21 29
3 52 24
24 40 33
11 10 100
35 23 15
28 32 27
3 36 33
25 22 34
35 26 31
37 14 39
23 20 29
33 41 14
23 18 44
23 56 6
5 38 36
41 40 11
23 38 35
37 9 36
33 7 35
31 4 20
27 28 24
14 16 47
26 23 42
33 19 60
4 48 36
15 41 34
19 29 38
41 6 50
27 32 22
36 34 27
28 38 33
34 7 36
2 38 36
35 31 12
3 31 35
25 17 58
41 30 27
53 38 16
18 48 36
1 58 36
33 14 34
26 19 55
35 21 33
33 31 35
16 33 36
37 20 24
41 28 33
52 23 4
56 38 2
41 17 42
1 40 33
33 20 34
33 41 2
4 31 41
35 31 14
35 31 24
33 38 23
7 48 42
6 43 46
23 45 36
42 20 29
24 30 35
23 10 52
35 31 25
56 19 2
37 21 25
37 52 14
14 14 47
49 16 34
41 31 9
33 22 41
37 28 23
48 17 23
41 15 33
37 20 11
37 28 16
