Bin size: 100 100 100
Number of bins: 5
Number of items per bin: 50
Total volume of items: 4586089
Items:
15 32 32
35 38 17
16 13 100
26 26 35
38 37 13
6 41 30
5 37 27
28 38 23
38 37 1
37 10 28
42 38 16
48 30 14
16 38 4
25 45 23
32 3 31
29 16 30
38 31 7
18 46 30
35 37 5
31 11 35
19 32 35
3 36 31
38 22 7
52 4 30
17 45 31
41 5 100
28 38 7
46 10 35
37 42 9
54 9 45
54 16 23
41 33 6
35 26 31
38 7 47
33 24 20
33 38 20
41 11 61
29 23 37
18 9 53
13 26 41
19 32 35
22 41 18
24 18 50
18 46 23
24 29 35
48 24 14
11 29 35
38 5 35
22 25 34
4 57 46
38 32 10
44 37 23
24 30 54
19 41 18
46 8 28
20 49 20
19 43 17
31 29 35
46 14 30
37 39 9
52 10 30
30 45 16
46 13 30
41 21 39
8 33 39
46 8 30
20 26 35
38 19 47
38 31 9
20 38 42
46 6 30
24 26 54
22 39 38
14 33 30
21 38 20
39 7 30
31 6 31
38 37 27
38 31 17
31 6 34
16 49 37
25 57 17
40 41 20
42 46 16
27 38 26
48 3 86
13 38 42
42 16 7
33 33 13
20 4 31
22 39 21
59 57 7
48 7 100
17 37 27
38 3 35
59 4 100
35 18 37
13 43 37
46 26 24
24 57 9
41 51 2
24 39 18
42 21 26
36 28 20
27 33 30
41 33 9
38 37 7
24 3 54
37 29 28
12 23 38
19 33 30
8 36 35
31 15 31
37 21 37
27 33 30
13 38 26
28 26 41
11 57 21
9 39 28
41 38 17
37 39 5
22 37 27
48 20 32
12 62 31
41 51 9
24 59 6
46 23 17
32 33 31
20 24 44
16 34 49
33 33 25
54 66 10
46 23 15
38 57 18
35 38 4
34 35 20
34 57 17
23 33 32
35 16 46
18 7 59
20 9 31
14 31 50
43 41 18
48 42 7
20 35 20
25 33 32
31 2 35
3 42 35
29 38 5
10 32 36
48 5 86
40 3 26
54 9 35
28 43 28
35 14 33
46 7 35
20 49 31
40 4 38
27 45 23
41 13 50
3 43 28
38 11 65
29 15 37
24 39 32
35 23 33
48 31 21
41 33 12
33 38 19
52 31 20
38 32 5
15 43 28
46 8 28
20 25 34
16 15 49
37 18 37
29 43 17
16 38 48
31 38 8
31 24 31
37 13 38
38 11 35
18 55 6
37 29 3
28 32 36
28 38 28
38 22 41
4 49 20
14 38 58
24 5 59
32 23 32
37 39 4
28 38 33
42 16 12
5 37 38
16 38 24
16 59 35
35 35 29
16 38 10
36 28 19
14 39 32
52 24 10
17 26 31
38 31 2
46 4 28
11 42 47
4 45 31
62 59 5
30 49 20
10 39 30
54 9 10
38 59 12
13 38 33
34 23 38
30 36 35
40 41 14
54 16 37
48 26 21
41 13 39
32 16 32
13 39 32
12 42 35
42 25 9
15 41 46
41 33 4
22 45 16
37 39 4
35 3 29
38 13 35
2 29 35
5 26 41
10 37 50
17 36 31
42 21 17
2 16 46
39 5 30
48 39 14
22 41 34
38 31 12
19 24 46
19 38 50
32 24 44
33 32 32
38 31 28
18 16 46
42 16 40
38 31 22
5 28 39
54 16 12
35 25 37
46 51 14
