Bin size: 100 100 100
Number of items: 100
Total volume of items: 893295
Items:
8 42 44
1 27 24
17 30 24
35 42 11
22 18 39
28 27 8
16 30 24
14 21 25
8 22 44
26 24 22
2 46 47
12 40 25
22 25 13
11 27 24
18 21 24
18 19 43
6 50 25
46 8 44
6 32 25
49 4 50
33 7 24
10 50 25
18 31 9
26 27 24
31 6 25
18 31 24
46 15 10
13 29 24
22 25 26
17 27 24
35 5 33
35 3 33
8 10 40
22 21 24
17 29 24
12 40 16
28 17 20
28 5 32
20 20 22
8 36 32
7 50 25
9 15 50
8 36 11
3 50 25
27 2 24
13 29 25
25 21 33
25 13 33
13 24 25
28 32 3
6 50 25
22 28 27
11 42 12
17 21 24
11 42 32
12 28 25
20 22 25
5 26 25
29 24 25
8 36 29
49 46 3
22 16 36
28 21 25
8 36 12
18 36 22
12 40 9
4 28 25
22 34 9
28 8 35
28 40 13
10 34 33
8 32 20
41 14 15
2 21 25
4 32 25
26 12 22
2 24 25
22 6 27
44 5 25
12 10 50
33 13 24
28 10 48
6 46 47
44 14 22
20 30 22
8 54 40
5 32 20
6 21 25
46 35 10
23 26 25
41 14 30
3 26 25
9 35 50
28 15 20
28 50 12
41 46 2
22 7 39
2 50 24
14 21 25
17 22 25
