Bin size: 100 100 100
Number of items: 100
Total volume of items: 900736
Items:
3 52 76
28 4 28
18 29 22
29 15 19
26 6 24
29 25 22
6 72 36
6 33 64
28 48 9
39 15 9
42 12 24
18 19 36
21 21 25
19 23 38
14 32 21
28 8 28
21 33 11
26 21 24
25 37 14
28 7 20
16 25 24
28 6 27
19 52 9
19 52 15
44 6 36
28 7 27
1 25 24
29 24 19
16 15 33
13 25 24
17 40 2
28 30 12
29 25 2
18 27 24
3 15 33
28 10 27
29 24 4
28 32 15
6 39 64
21 12 25
20 15 33
37 24 14
4 27 22
3 52 24
18 29 14
28 23 20
3 15 42
7 42 36
16 33 18
28 30 1
28 17 27
37 28 14
24 25 25
15 3 28
19 29 28
5 25 28
17 23 40
25 15 14
17 17 40
28 38 9
26 4 24
26 9 24
6 12 34
33 20 11
28 22 27
24 25 3
9 27 24
10 40 34
16 33 18
29 3 35
29 24 9
6 28 100
28 10 42
29 25 5
17 2 42
43 10 28
33 20 23
29 10 19
42 1 42
25 27 22
19 29 10
17 6 42
14 32 21
7 48 42
37 12 34
28 8 33
33 14 34
37 9 36
29 24 22
29 3 19
19 25 24
33 6 34
28 17 27
22 27 24
15 39 28
16 40 24
28 9 28
28 21 28
28 1 27
4 48 36
