100 0.930172
3 58 14
7 1 7
6 7 2
5 11 2
62 2 3
6 87 1
38 2 1
10 11 8
7 58 17
62 15 36
14 30 2
12 26 32
48 6 3
7 1 8
6 7 1
2 1 61
7 3 36
2 1 8
48 18 3
6 45 16
29 49 3
30 11 97
32 78 6
6 89 1
32 67 4
1 89 1
5 6 3
56 6 2
24 3 28
13 1 1
3 11 3
20 2 1
62 89 61
5 3 28
7 11 97
9 1 1
38 8 97
10 11 89
14 1 69
18 3 69
30 5 1
7 1 13
62 74 36
4 4 3
1 87 1
14 1 1
48 5 2
14 1 31
38 89 1
5 1 69
62 7 3
10 87 1
7 58 2
28 49 1
30 4 1
48 2 3
56 2 2
28 49 2
15 11 97
56 11 1
9 30 1
7 28 49
18 89 1
7 1 13
32 78 3
10 2 1
22 26 32
32 11 4
10 87 1
4 89 32
7 58 16
56 3 2
32 11 16
6 3 69
5 43 3
32 78 3
14 1 38
30 7 2
6 44 16
4 58 14
31 89 49
2 11 1
11 87 1
30 3 2
13 89 1
7 1 5
48 5 1
5 31 1
2 4 3
