100 0.994377
54 20 7
4 10 26
33 49 27
16 11 30
4 8 18
9 12 30
30 40 5
4 49 27
1 12 4
13 4 4
35 13 18
1 12 5
33 1 14
4 11 30
26 49 27
11 20 7
9 25 6
1 12 1
4 7 26
15 1 18
4 2 24
18 1 18
30 24 30
6 15 6
35 51 30
13 16 38
3 25 6
13 5 4
7 11 12
35 51 14
19 10 50
35 1 19
21 31 70
26 11 1
25 10 19
30 32 13
1 6 30
1 1 1
27 51 70
33 1 4
12 15 6
30 34 1
18 25 6
4 1 24
2 12 25
1 49 27
35 1 18
32 25 57
30 40 4
35 40 18
1 5 30
35 39 35
17 51 70
1 49 27
8 1 1
32 25 13
12 15 6
27 51 1
18 8 18
35 10 35
19 6 50
24 2 30
2 5 18
65 49 3
13 10 26
5 1 4
32 8 70
1 5 30
3 27 21
65 29 7
25 28 19
1 5 18
8 51 1
8 1 3
15 1 18
30 8 13
3 22 70
5 24 30
13 16 32
10 25 19
3 10 26
4 3 2
30 40 1
35 40 9
11 10 4
35 13 12
26 11 11
3 3 9
35 40 1
3 27 49
35 40 2
3 3 9
1 5 30
1 1 30
19 16 20
65 49 63
35 11 19
35 2 35
10 13 19
8 8 18
21 20 70
