100 0.9674110000000001
32 2 15
17 20 2
7 42 30
51 6 10
4 15 8
49 13 6
30 37 7
49 37 5
2 26 14
7 1 30
9 56 13
51 22 36
1 12 28
18 37 19
49 38 4
17 8 28
7 57 15
27 3 30
33 37 3
27 43 30
10 19 47
8 4 1
5 57 47
6 43 30
3 57 23
4 5 1
25 57 23
4 43 30
33 34 1
1 37 11
32 7 7
9 25 34
21 37 7
1 35 11
10 1 6
4 22 16
32 10 30
3 1 47
11 43 30
4 12 6
1 57 47
32 1 15
18 57 23
8 17 5
51 19 2
1 43 42
15 37 19
4 10 5
14 38 47
14 1 30
51 19 5
9 18 34
32 7 1
22 7 6
1 43 42
38 17 70
17 13 26
32 1 15
4 15 4
2 11 14
1 38 23
49 6 6
1 1 30
4 20 6
49 38 2
4 32 1
8 20 5
1 2 11
32 7 1
8 21 1
51 21 36
9 5 70
7 57 47
42 43 34
4 13 2
33 37 2
4 26 12
32 2 15
42 56 13
51 50 10
16 12 28
4 22 2
4 11 12
17 43 26
1 38 23
36 1 30
17 56 15
17 56 6
4 5 5
32 1 15
7 57 32
4 5 6
42 43 22
6 37 25
2 43 5
10 6 1
42 43 8
5 2 23
2 5 23
10 6 5
5 55 23
38 26 70
4 22 1
4 2 2
49 57 64
8 12 1
