9 79 48
13 10 13
12 57 1
60 21 27
1 21 4
9 20 4
19 79 2
20 4 32
25 9 12
3 1 18
3 12 18
60 37 2
60 79 1
1 79 1
1 21 3
19 21 42
1 16 32
8 15 8
9 79 37
4 19 30
19 19 1
7 15 8
21 4 16
28 1 6
4 2 30
1 16 5
2 79 20
12 21 30
3 6 12
25 3 12
1 21 3
60 11 25
4 21 39
3 66 2
60 79 9
60 72 23
16 21 10
2 79 46
60 10 1
9 59 4
60 65 48
7 21 1
12 4 48
5 21 39
2 79 15
32 10 48
1 79 2
60 79 13
13 10 35
3 79 14
60 10 24
25 9 2
60 1 23
2 79 52
7 79 15
1 16 7
7 21 1
2 79 2
22 79 3
12 79 52
31 79 14
24 3 40
3 79 52
6 79 48
25 9 10
1 5 44
1 79 52
31 79 34
13 79 3
2 15 4
19 60 1
28 20 6
7 21 1
24 17 40
9 21 48
2 6 12
60 6 23
60 22 1
2 18 48
4 6 12
3 66 16
48 57 1
24 1 40
13 15 4
1 79 48
6 6 12
60 16 48
1 79 14
1 4 32
15 10 48
1 79 20
60 5 48
60 42 2
6 79 3
2 3 48
1 79 35
27 4 48
