100 0.6862209999999999
3 6 24
35 16 17
2 5 51
2 52 24
1 1 21
2 30 22
1 2 12
70 8 10
70 7 4
3 6 21
6 1 51
3 5 28
25 18 8
70 7 12
70 48 10
1 2 16
25 8 32
35 16 34
70 6 14
14 18 5
1 2 23
70 2 2
16 16 51
51 38 1
1 2 51
70 4 14
12 10 23
3 1 9
1 52 2
4 9 38
8 6 51
5 37 4
10 7 49
5 11 35
30 10 23
70 48 39
35 16 9
1 1 31
1 1 20
10 45 49
6 13 2
4 52 25
3 47 28
6 52 1
1 11 3
70 27 4
1 4 27
1 3 5
25 1 27
25 18 4
11 10 23
24 19 27
6 2 5
8 14 36
1 9 51
24 6 51
5 11 4
1 9 51
6 1 51
1 1 6
70 4 4
2 52 23
30 40 19
1 2 30
51 38 1
6 52 1
5 11 7
25 6 12
70 3 2
1 1 45
6 6 51
4 9 13
1 52 47
70 1 12
1 1 21
70 21 12
25 10 32
2 3 5
1 52 49
4 52 22
70 52 5
1 18 5
1 15 27
21 52 49
49 52 49
14 30 12
25 6 6
3 46 21
70 3 2
30 12 23
3 1 39
8 30 12
70 15 12
3 6 27
30 40 32
19 27 2
7 10 23
3 3 5
25 6 9
