100 0.996546
1 19 15
1 14 1
4 7 2
25 4 5
2 15 6
36 20 1
4 36 24
4 26 5
2 6 15
20 74 24
58 26 13
3 74 11
2 13 15
2 19 15
4 19 85
79 1 2
4 7 5
79 1 3
79 6 2
3 74 18
11 6 15
1 9 1
1 11 9
3 51 13
4 12 1
4 6 2
28 12 14
66 62 14
1 20 9
4 26 5
1 74 15
1 30 6
1 5 6
2 39 15
60 74 1
1 50 17
2 74 39
14 43 1
4 7 80
1 74 13
6 6 6
41 20 15
1 9 73
86 32 30
9 2 6
68 12 2
4 6 28
2 42 1
3 74 12
54 4 5
82 42 30
1 74 17
36 20 2
9 4 6
2 26 1
1 5 1
20 46 8
14 31 1
22 74 1
2 65 85
64 6 6
1 14 1
36 20 12
1 42 1
4 42 2
2 26 1
31 26 13
14 10 15
30 62 14
7 26 13
1 74 15
1 30 11
96 26 72
1 74 17
1 5 1
1 5 6
3 74 2
4 26 1
20 28 31
4 13 2
14 10 15
79 1 5
4 36 1
68 12 12
1 9 12
2 22 15
3 1 15
1 9 1
1 24 17
2 74 46
4 6 15
4 36 3
20 46 23
1 9 9
76 74 55
3 74 16
