100 0.9440170000000002
58 11 2
6 5 46
64 27 67
9 7 2
4 9 24
32 46 21
4 13 36
68 1 25
58 11 23
1 11 14
4 2 1
32 24 20
4 11 30
3 14 75
4 3 1
15 3 14
9 25 20
42 2 75
2 16 75
6 5 29
4 13 39
4 4 26
4 4 49
53 46 2
42 2 75
2 2 1
1 49 51
4 1 17
53 2 1
58 35 25
17 54 41
32 46 20
53 6 9
3 49 5
4 11 31
9 25 2
18 2 1
60 54 66
32 18 25
32 46 2
2 11 14
2 5 1
2 5 1
6 54 9
42 13 13
1 1 1
19 2 10
42 13 59
1 5 1
53 34 2
32 4 10
2 3 1
26 1 24
23 46 32
18 19 75
18 1 1
29 49 5
2 1 5
1 49 24
2 33 75
3 35 75
9 54 9
3 46 5
64 13 8
9 18 2
42 2 75
4 19 10
1 4 1
53 2 8
2 1 9
64 14 8
1 1 5
18 1 1
1 11 14
6 25 71
19 26 10
2 1 5
68 53 25
53 12 2
13 28 25
17 4 14
2 5 1
10 46 25
15 1 14
42 13 3
3 25 71
9 29 75
8 54 66
19 28 15
23 25 20
4 9 51
4 9 75
4 1 7
4 19 65
