100 0.9926739999999998
51 7 97
38 2 48
1 14 41
43 1 1
51 7 1
46 17 15
48 6 1
27 17 82
32 4 16
31 11 1
2 12 1
8 1 1
35 29 2
40 29 1
4 1 4
47 1 30
19 2 69
32 47 16
24 17 82
13 14 1
1 1 75
20 11 1
38 13 69
2 14 5
6 1 8
38 17 28
17 82 61
6 1 97
6 1 15
28 17 1
49 1 1
36 26 1
51 23 2
49 1 8
2 1 75
3 2 72
1 6 1
45 1 13
49 1 84
4 17 15
1 8 5
38 17 1
32 82 45
32 82 29
19 1 69
7 12 77
51 14 98
51 8 1
1 17 15
1 17 1
1 6 5
19 1 69
3 17 1
1 14 36
49 1 1
7 1 4
6 65 8
38 2 21
49 1 3
49 19 1
47 1 45
49 73 2
8 12 1
49 1 2
49 1 1
11 16 21
32 30 16
3 12 72
45 1 97
2 12 1
11 29 2
51 1 1
1 1 75
5 3 77
9 1 17
2 1 17
51 18 1
1 9 1
51 1 97
6 3 77
7 2 77
45 1 10
1 3 1
26 65 8
17 82 37
49 1 1
51 59 98
