100 0.9153539999999999
43 1 75
48 7 1
1 1 1
23 2 37
20 2 97
48 7 1
14 92 31
2 1 97
28 62 2
17 1 1
1 1 1
43 5 59
47 2 1
46 18 97
56 2 1
39 1 27
49 1 1
2 2 1
5 8 1
24 1 1
56 5 1
12 2 11
12 3 4
32 1 1
11 1 38
43 92 66
50 4 1
12 8 2
8 1 1
24 2 1
1 16 3
1 1 3
23 6 1
43 8 1
1 32 3
8 2 1
56 6 2
6 1 1
43 1 59
56 48 1
2 1 97
1 4 1
2 4 1
12 3 34
1 2 27
8 6 38
28 30 2
56 9 1
56 6 1
46 74 97
11 92 97
32 1 2
5 8 1
20 6 97
1 42 1
32 6 2
43 8 2
44 1 1
23 4 37
9 92 2
56 2 1
56 22 1
37 8 97
32 22 1
1 1 1
43 1 8
39 1 70
43 1 14
56 19 1
56 14 1
24 12 1
56 9 1
1 1 38
8 7 2
6 92 2
32 1 2
56 12 1
56 10 1
4 4 1
56 49 1
43 92 1
1 1 2
24 7 1
