8 3 1
3 1 13
28 18 4
3 51 86
27 3 6
31 18 4
27 1 38
31 4 4
31 2 38
3 14 86
10 24 6
5 10 14
8 3 1
15 24 6
8 3 11
3 19 10
69 29 86
1 10 48
69 3 82
3 19 1
27 3 7
11 11 39
8 5 14
15 34 16
15 11 39
3 19 1
15 4 42
17 20 14
36 16 86
9 38 42
33 16 43
6 14 86
69 37 47
27 1 22
15 9 42
2 9 14
17 4 14
13 51 86
3 3 13
6 38 42
69 28 39
2 11 86
2 1 14
9 34 4
33 16 43
1 2 13
9 58 10
31 6 8
69 3 14
69 13 86
69 3 4
9 24 4
31 9 14
27 25 86
2 3 86
27 3 25
42 58 6
42 58 8
9 1 14
14 2 1
30 10 48
2 5 25
27 1 16
1 14 14
5 19 14
2 5 14
66 33 14
31 1 38
15 17 16
31 4 10
1 2 13
17 1 14
6 5 14
14 13 14
31 2 38
1 1 13
8 3 1
66 6 14
3 18 4
3 6 14
69 2 47
14 2 13
15 51 28
2 24 6
3 9 14
20 14 86
4 24 6
3 19 2
31 24 14
3 1 13
6 1 14
2 5 25
3 1 14
4 25 86
18 58 14
9 13 14
9 19 14
43 11 39
