100 0.849403
12 24 1
19 57 2
74 53 8
7 15 22
74 27 1
14 68 38
8 15 1
74 3 13
26 8 36
1 2 35
4 39 5
23 13 3
2 89 38
4 50 9
1 89 9
9 1 39
23 57 1
7 22 38
7 9 10
1 89 37
1 70 3
1 9 63
38 26 1
19 36 2
1 89 2
74 35 1
1 36 10
25 89 3
74 7 9
17 2 18
17 89 3
24 89 2
14 63 38
26 11 1
74 1 37
74 4 9
2 49 10
17 1 18
65 11 39
1 89 29
74 36 1
25 89 2
4 26 4
61 32 13
25 47 1
4 40 4
1 2 28
74 1 10
74 21 13
5 24 1
2 49 10
6 26 33
23 89 1
4 57 2
13 32 13
74 27 3
40 26 33
21 89 19
25 89 1
8 9 1
7 18 38
53 89 25
1 89 34
74 2 15
7 9 28
17 89 4
4 40 6
74 34 13
25 89 8
2 89 1
2 39 4
17 60 14
34 63 38
17 5 12
17 21 18
34 26 4
5 15 16
74 53 2
25 89 22
2 15 16
1 89 28
4 48 37
26 1 3
17 60 4
26 1 33
17 5 6
21 76 25
17 89 2
10 26 5
74 27 20
74 1 27
7 41 37
5 36 10
25 42 1
74 1 37
5 13 25
2 26 33
25 65 1
15 20 10
17 62 1
17 27 1
7 25 38
17 89 4
9 10 39
