100 0.8908579999999999
25 9 1
2 10 64
10 5 27
17 1 2
10 9 27
10 1 27
5 17 27
10 5 4
25 1 2
2 3 13
13 74 27
1 9 22
10 6 27
12 26 27
34 14 73
25 14 32
6 10 3
75 3 2
7 2 60
38 17 27
7 10 2
13 69 73
2 3 51
75 3 25
56 5 52
1 3 7
25 3 49
1 4 42
19 5 52
3 8 9
1 1 31
75 6 2
7 2 13
25 14 2
32 17 27
6 10 2
7 26 27
4 6 73
1 69 73
1 9 22
25 74 73
17 3 73
17 13 73
43 2 9
1 3 31
8 1 2
6 26 27
24 5 73
6 10 3
1 5 73
4 7 19
25 1 22
25 9 30
25 1 30
4 7 54
16 16 30
75 5 21
8 9 37
25 3 2
25 1 1
36 69 73
12 10 6
16 14 32
2 17 7
4 1 73
25 14 4
2 9 51
5 6 1
2 12 36
25 4 22
25 14 1
10 6 36
48 10 24
1 74 2
16 10 30
10 6 27
25 9 2
7 2 9
1 74 25
16 6 30
24 6 73
9 14 32
25 5 2
10 10 32
10 12 27
17 53 73
8 69 73
16 16 13
1 3 9
2 47 7
25 74 27
6 12 36
1 10 4
25 2 49
2 74 20
6 10 2
47 8 9
10 35 27
1 2 73
10 5 4
2 10 7
1 3 2
75 6 25
8 3 37
48 10 40
34 2 73
