1 9 1
37 67 95
6 44 95
12 11 1
19 1 1
18 2 1
80 1 5
5 13 95
18 6 3
20 11 5
1 8 1
4 19 95
1 2 1
1 10 78
1 2 1
1 2 2
12 12 48
20 3 95
57 33 5
20 5 2
1 6 2
20 30 95
1 23 4
52 21 95
40 12 48
4 34 5
2 13 95
13 3 1
1 16 1
1 16 1
1 1 1
17 2 1
1 10 95
44 17 2
44 6 2
20 5 2
1 8 2
80 64 3
18 1 1
19 1 1
13 8 1
1 1 1
4 48 95
14 8 1
36 64 2
10 67 95
1 44 95
1 7 1
44 37 2
7 67 95
20 5 3
20 5 1
11 11 1
19 1 4
18 1 1
20 5 1
3 67 95
23 11 2
1 10 95
32 67 95
4 8 1
1 2 2
16 46 5
1 10 17
23 11 1
1 6 4
52 12 47
44 4 2
1 3 1
20 5 1
28 33 95
18 6 1
19 24 1
4 12 5
18 15 1
1 5 1
80 2 5
19 26 3
23 22 5
10 11 1
4 10 95
1 2 1
18 4 1
