100 0.9807100000000001
1 29 25
86 21 55
2 7 10
14 9 9
7 6 6
7 1 4
1 4 4
1 2 29
1 4 4
5 1 10
10 17 10
3 30 6
14 21 2
3 17 6
14 3 3
2 29 4
7 2 4
4 2 4
1 63 1
63 31 68
5 21 4
4 3 10
1 7 57
2 15 4
1 15 57
84 13 90
6 1 6
1 2 2
29 60 1
74 37 1
7 17 10
4 18 10
86 21 4
50 79 6
1 63 1
10 4 10
14 30 3
5 5 1
1 1 6
1 8 57
5 16 3
2 4 1
86 19 81
4 8 5
2 15 4
14 79 25
3 16 3
5 6 10
7 25 1
4 9 5
14 21 33
1 1 2
7 17 4
74 42 1
3 30 6
14 9 1
8 3 6
1 7 4
86 19 1
1 79 1
1 54 1
8 27 6
2 3 1
86 21 31
14 30 1
1 6 57
1 29 25
23 12 90
1 1 2
23 19 90
86 19 9
14 18 3
77 21 4
5 1 1
50 79 2
6 16 3
1 9 1
4 17 1
63 31 22
2 4 4
7 4 4
1 8 57
1 63 1
84 4 90
1 29 4
14 79 65
1 4 26
5 47 1
5 1 1
86 21 5
84 12 90
2 47 1
36 18 8
36 61 8
2 16 1
1 22 4
2 16 1
57 60 1
