100 0.992224
20 16 24
14 53 1
76 1 3
9 53 4
1 84 1
76 22 85
1 7 15
39 60 85
7 1 1
4 4 15
24 16 52
5 2 15
1 44 1
4 77 1
3 7 15
1 11 3
30 31 15
6 1 2
5 6 9
7 4 15
39 2 85
1 1 15
5 53 4
53 43 1
1 71 6
1 40 1
1 84 3
2 2 15
6 1 13
12 11 2
8 6 1
15 77 2
2 71 6
1 4 15
7 1 1
1 55 1
1 55 14
15 77 1
62 10 1
7 2 4
2 53 9
76 1 1
15 77 11
1 25 15
1 84 5
1 2 4
4 16 33
76 15 15
7 2 4
8 1 3
7 2 6
3 11 2
8 4 3
3 18 6
10 77 1
17 5 9
7 7 15
6 83 2
62 53 14
9 43 1
8 11 3
1 84 3
76 16 85
22 84 85
1 17 4
1 65 4
37 62 85
17 11 1
3 53 6
65 1 2
2 84 85
4 3 15
1 84 1
20 16 9
6 83 2
12 6 9
1 1 15
7 7 15
24 1 15
6 12 6
1 77 1
14 9 1
2 2 15
2 11 2
46 31 15
8 6 2
4 2 2
14 44 1
6 83 4
13 4 15
76 1 1
5 2 13
1 84 1
1 2 2
