100 0.9910140000000001
88 19 1
10 20 9
88 1 1
1 10 21
1 21 33
7 22 2
28 2 2
88 5 4
7 61 3
60 23 2
37 3 5
88 6 80
31 26 1
1 22 4
1 1 33
60 46 2
81 78 1
11 3 1
88 78 1
12 12 55
37 3 2
4 2 55
10 78 88
88 3 4
88 7 2
1 22 33
1 16 33
11 3 4
8 22 29
88 16 88
57 5 1
88 12 6
10 2 5
88 9 2
28 1 4
45 2 1
88 7 8
1 42 88
1 8 21
1 9 2
17 3 7
24 2 1
2 22 9
88 59 3
2 10 34
10 2 55
1 78 51
81 68 4
7 61 1
88 19 3
52 9 4
6 3 7
88 6 1
1 9 1
17 3 7
11 1 2
7 45 1
10 2 4
10 6 55
12 78 12
30 45 1
6 2 55
88 2 1
88 7 1
11 65 2
18 2 1
28 8 4
7 17 5
1 21 88
88 72 32
11 2 2
88 1 1
17 65 2
88 5 4
1 9 1
7 16 1
88 72 48
10 2 1
42 73 1
31 7 1
1 15 88
15 73 1
1 45 1
1 22 31
88 69 8
12 22 3
88 9 6
1 22 2
7 22 2
1 78 37
88 5 88
88 19 1
28 2 1
1 6 33
1 2 21
