100 0.7054529999999999
42 10 1
8 66 2
42 1 80
41 6 19
42 11 9
38 1 80
21 32 2
58 66 1
39 6 58
52 12 10
9 31 9
42 6 1
1 6 58
43 28 2
42 37 1
58 2 68
42 2 21
1 5 58
6 66 6
4 1 3
32 31 9
32 2 2
41 27 7
8 28 37
4 66 2
21 19 1
5 66 20
22 2 3
2 66 20
42 1 80
15 1 23
58 66 1
5 6 7
25 48 2
35 66 11
17 66 9
1 1 14
7 28 37
17 37 30
42 26 11
17 6 13
8 28 20
42 20 77
52 37 10
41 6 8
52 66 1
52 39 7
15 24 23
43 28 20
43 28 34
21 34 1
42 11 2
4 3 3
42 34 20
32 2 1
17 4 51
42 10 3
32 3 1
25 18 2
32 1 1
42 31 52
58 2 68
52 27 7
41 27 2
22 1 2
58 24 20
15 3 23
22 2 2
43 28 1
43 28 18
6 66 12
42 31 28
21 15 1
17 2 51
22 1 1
22 1 3
58 66 1
7 28 20
25 37 30
42 37 3
12 6 7
42 37 1
17 6 6
41 39 9
18 66 9
1 6 8
43 28 1
58 10 20
42 37 5
32 4 2
42 10 2
1 1 44
43 28 4
12 37 4
4 1 80
42 37 2
4 66 9
22 2 1
13 66 9
42 2 59
52 17 10
