100 0.973183
4 23 5
74 2 1
73 36 9
74 3 1
5 76 24
12 13 3
8 23 68
34 12 7
11 42 4
4 77 1
1 77 2
2 20 2
12 3 1
8 46 26
4 77 4
26 77 3
2 52 2
1 9 33
48 11 5
2 20 2
74 9 2
2 77 79
6 18 5
1 1 1
6 23 4
1 68 33
3 33 8
25 36 33
7 5 1
20 77 22
12 13 5
12 3 6
74 11 1
3 33 2
48 11 2
8 46 31
21 76 24
2 77 2
21 77 91
74 1 13
11 35 4
4 52 2
12 2 9
6 5 5
74 10 30
3 33 6
74 10 48
7 7 1
42 9 91
1 77 91
14 12 7
12 5 9
2 77 1
1 29 1
26 23 7
74 11 1
26 76 12
1 77 4
8 31 48
1 31 1
42 22 91
4 23 4
8 31 32
8 41 3
1 77 1
11 77 5
4 20 7
11 77 1
25 41 33
42 46 2
7 17 23
74 3 91
2 77 9
18 9 91
1 46 1
73 41 9
3 25 2
26 1 36
74 10 91
6 44 20
8 29 23
4 3 9
74 9 13
74 1 1
6 33 11
42 46 89
5 13 1
3 25 2
8 23 23
7 1 1
12 3 2
8 39 8
26 77 1
1 47 1
