100 0.9813660000000001
23 1 14
22 1 3
14 2 4
2 6 15
3 1 9
6 98 13
1 66 13
38 97 2
1 22 15
7 1 36
72 98 59
1 98 1
1 32 15
3 50 29
2 1 36
4 1 10
56 1 11
3 66 1
28 98 1
1 66 13
3 1 33
28 79 9
15 97 39
20 1 36
18 9 7
2 1 5
27 1 16
4 37 37
3 66 1
3 17 13
14 64 24
23 41 8
8 1 52
1 98 38
23 25 15
18 31 7
1 1 9
1 1 7
72 1 36
1 1 7
28 61 3
1 22 15
20 1 36
4 60 37
18 3 15
3 98 1
16 1 11
28 37 3
18 29 5
3 1 1
72 2 19
1 1 5
3 49 13
20 97 37
2 41 7
3 98 1
72 98 2
28 1 39
4 1 2
6 1 2
1 41 7
2 66 2
4 1 7
1 1 61
8 45 24
3 10 39
15 97 2
2 4 15
27 1 31
8 19 24
28 98 29
28 79 1
22 10 24
22 24 24
14 2 16
28 19 10
68 1 39
28 98 4
3 37 39
72 1 11
72 2 14
7 32 15
18 29 10
22 98 14
20 1 61
29 97 37
6 1 37
45 1 36
