100 0.9894079999999998
1 89 15
11 9 13
11 11 1
9 26 3
53 27 6
1 89 25
35 4 16
22 2 84
1 89 4
1 89 4
17 20 15
11 11 84
29 89 84
29 4 1
3 11 5
27 5 16
53 19 12
35 37 2
14 20 1
14 89 2
16 1 16
4 11 59
53 33 16
29 11 10
5 20 17
2 2 4
8 4 81
3 3 4
55 36 17
8 37 1
21 12 1
11 11 1
13 2 84
9 11 3
1 89 6
42 9 84
4 11 25
21 13 6
2 85 1
1 89 22
16 2 3
69 89 3
8 37 2
11 11 1
60 53 17
1 3 3
35 2 16
14 89 3
53 37 7
2 89 40
41 72 5
16 2 13
2 4 1
16 5 16
2 17 1
29 11 74
35 37 1
60 82 4
8 89 5
60 1 23
16 3 16
6 9 84
5 16 17
62 89 30
18 18 16
8 1 84
29 89 10
11 1 13
3 20 1
18 51 16
11 2 84
8 85 81
1 34 3
41 17 4
29 6 15
21 7 6
60 82 19
60 6 7
42 89 6
2 5 16
1 89 2
21 69 6
41 6 16
25 6 16
1 20 16
3 1 11
2 12 1
41 5 16
2 10 84
2 2 80
11 1 13
29 2 1
3 7 11
53 10 6
28 89 4
4 12 1
53 19 4
1 12 1
