100 0.9913
48 1 1
7 54 1
8 9 23
8 63 5
8 4 75
8 1 1
33 1 8
57 2 7
10 9 2
1 15 1
10 9 1
10 9 3
1 9 1
62 11 70
52 69 11
1 39 1
90 11 8
13 85 20
57 2 1
13 85 12
10 6 23
8 85 23
2 15 1
4 15 1
90 20 1
1 4 91
7 15 1
10 1 1
3 2 69
1 12 1
7 4 55
90 65 1
4 6 1
8 85 17
8 22 3
4 15 1
30 2 8
3 2 91
28 11 70
90 11 21
33 1 8
8 85 10
48 14 1
4 6 2
7 12 1
8 2 1
2 15 75
7 40 55
1 14 1
52 16 11
8 2 8
2 9 13
5 49 42
12 15 1
11 10 1
2 21 1
8 76 23
3 2 8
4 31 1
15 36 23
86 4 91
1 16 1
7 41 55
4 11 75
4 11 75
8 9 3
10 85 57
9 14 1
10 85 32
6 31 1
8 9 10
49 1 8
90 85 44
1 6 1
1 33 1
15 49 23
1 17 1
11 5 1
5 85 42
3 15 1
52 85 44
4 6 1
