100 0.977197
4 22 34
12 65 53
14 35 1
11 28 28
32 13 37
5 51 25
49 21 42
9 14 31
1 3 22
23 20 22
29 35 31
64 52 19
1 20 18
47 15 9
11 6 15
14 31 37
4 4 53
1 4 6
11 29 15
16 35 1
20 28 28
2 35 8
22 5 15
9 65 53
64 17 3
23 65 19
16 35 4
7 5 26
4 15 22
64 35 3
14 35 6
15 35 42
49 3 42
1 20 12
1 13 47
14 31 1
1 65 39
35 50 39
64 24 1
35 35 31
1 7 47
4 60 34
4 35 38
1 20 1
1 1 22
36 13 22
14 35 1
3 14 22
1 65 53
7 5 8
12 13 47
11 8 15
9 51 28
64 7 23
9 4 42
22 1 10
2 13 47
18 35 9
35 15 39
64 4 1
7 65 18
16 35 3
22 65 53
4 31 4
49 11 42
17 13 13
5 4 42
12 15 22
36 21 9
3 60 34
1 7 47
4 61 53
18 35 21
1 16 6
47 15 13
6 65 53
18 65 34
10 31 4
32 13 10
1 65 53
4 43 34
1 20 3
14 35 3
1 20 4
9 14 22
17 13 34
64 17 24
64 31 1
4 28 25
35 14 47
64 7 4
22 1 5
36 65 8
36 21 38
7 65 35
17 28 28
6 65 19
4 23 25
2 4 22
3 2 22
1 15 22
