100 0.9835209999999999
14 1 49
67 54 3
1 37 13
12 1 17
6 1 4
12 9 1
18 46 5
5 54 4
2 21 25
3 36 2
12 1 23
9 1 1
12 1 9
14 1 3
12 1 45
1 46 44
3 3 45
1 1 9
2 12 3
3 1 1
4 1 26
5 1 26
10 21 25
12 1 6
13 7 19
13 1 8
49 54 4
12 21 19
8 1 26
82 46 1
6 54 13
2 41 46
14 4 3
6 29 4
18 21 9
14 34 36
1 17 13
15 51 45
14 1 2
14 39 2
82 46 33
12 2 23
1 39 5
12 5 44
5 1 45
2 54 13
14 4 1
12 29 1
3 18 2
7 6 29
5 1 26
5 54 19
1 1 26
4 54 13
18 4 16
18 37 1
14 39 42
18 2 16
3 54 11
6 24 4
37 54 3
82 46 45
18 54 22
18 5 36
8 5 44
1 1 17
14 1 49
13 1 11
6 54 16
11 25 44
49 54 41
1 1 45
18 18 9
14 4 1
82 46 21
1 25 44
12 29 4
1 7 4
1 1 26
1 7 1
33 54 55
2 54 13
12 3 45
1 34 3
1 34 3
12 21 6
6 5 44
1 1 23
4 34 36
14 39 5
2 5 46
37 54 1
11 6 29
13 46 19
12 54 10
12 1 10
7 54 4
67 54 42
12 21 5
