100 0.9668840000000001
80 1 46
2 30 5
8 55 3
2 4 22
13 5 10
9 55 4
3 22 4
5 3 53
1 16 8
9 11 18
1 45 39
9 55 3
4 4 22
78 47 45
5 32 35
80 1 1
2 16 15
4 18 35
4 22 4
9 22 4
9 49 18
80 54 47
5 1 53
91 29 37
91 12 8
91 9 1
3 55 40
91 31 10
8 55 4
3 45 2
91 9 1
9 14 18
9 2 18
16 4 53
4 27 1
91 2 37
35 17 5
91 9 8
7 8 18
1 2 5
1 55 1
1 55 8
91 18 8
4 27 34
2 16 8
1 16 12
1 22 4
91 25 41
1 22 4
2 45 39
1 47 45
78 5 10
83 9 53
5 13 35
91 13 37
1 55 8
5 5 53
1 38 1
9 22 8
1 9 7
91 4 15
3 9 53
6 45 8
2 16 17
35 16 3
5 26 18
9 55 35
1 16 3
3 55 7
12 47 27
3 29 40
91 1 37
1 2 1
56 17 8
91 3 53
9 55 2
85 4 22
1 16 17
2 34 18
1 55 2
8 55 4
1 55 2
9 6 18
35 1 3
1 46 7
9 17 18
6 4 53
1 40 5
1 2 4
91 25 12
91 8 53
12 47 18
7 55 9
1 1 5
63 4 53
6 4 53
2 15 5
1 2 1
