100 0.9679860000000001
11 99 1
10 1 4
12 1 1
43 61 2
9 38 12
22 1 7
12 1 21
12 1 1
54 99 12
12 1 1
54 67 52
77 61 8
10 1 6
25 1 65
5 1 18
35 57 77
7 1 3
22 1 14
12 1 4
39 1 22
27 38 12
8 1 11
34 61 2
33 31 5
9 99 12
10 1 7
11 99 1
89 38 5
1 1 10
72 38 1
1 99 12
18 61 4
2 1 11
17 26 1
4 1 2
20 1 55
10 1 11
35 42 1
7 1 2
3 1 10
8 1 10
1 1 10
20 1 23
35 14 77
35 28 77
89 38 4
22 1 75
12 61 10
21 61 5
17 12 1
54 32 52
35 42 4
33 11 5
18 61 3
36 1 3
2 1 11
2 1 3
7 1 20
36 1 9
2 1 41
53 38 12
1 1 10
11 99 6
12 1 7
1 1 22
22 1 3
22 1 37
1 99 12
68 12 5
10 1 10
10 1 13
35 57 1
11 1 15
9 1 38
1 1 13
11 99 45
5 1 2
11 99 2
10 1 5
11 99 17
10 1 7
3 1 13
1 1 22
11 99 16
68 7 5
1 1 10
54 99 14
