100 0.9861129999999999
3 1 1
2 13 23
11 9 23
41 24 1
11 76 77
25 27 77
9 19 1
13 21 16
2 10 77
6 2 12
45 15 1
64 8 77
6 2 1
10 24 1
8 70 23
2 42 23
11 2 23
9 6 17
3 5 1
11 1 12
25 23 23
9 5 1
2 22 3
11 24 77
6 23 6
11 6 23
5 6 1
4 1 2
21 24 54
6 15 5
11 6 6
5 1 2
11 1 11
4 3 4
5 1 3
6 15 6
25 1 23
2 24 23
89 28 21
10 24 7
7 24 54
1 5 11
9 48 21
64 57 41
3 1 12
1 4 23
11 2 23
3 22 3
34 24 18
89 17 23
80 48 21
5 24 8
6 1 11
2 11 1
50 24 1
12 21 16
25 1 77
2 1 2
1 2 2
25 21 61
4 6 8
64 11 77
25 15 49
6 1 7
45 9 1
89 7 3
11 2 23
1 6 8
11 1 23
2 11 10
21 2 77
6 3 7
2 1 10
1 24 8
5 1 3
6 6 1
25 15 28
1 66 23
5 3 4
89 76 2
2 4 23
45 9 1
6 15 4
1 1 2
64 57 36
6 16 18
6 1 8
23 10 77
10 24 9
45 9 1
4 2 77
11 1 23
2 11 12
1 3 2
61 24 54
6 20 7
45 15 2
2 6 1
2 6 17
10 24 1
6 8 18
