100 0.926625
1 3 4
36 4 1
10 96 63
2 96 51
1 1 6
1 2 1
51 3 1
4 9 9
10 11 20
7 1 5
1 3 5
59 2 16
1 1 1
2 1 6
1 96 32
1 1 17
51 2 4
7 1 2
31 28 10
31 3 8
1 1 1
1 1 5
1 2 1
51 4 5
15 68 5
1 1 4
1 3 2
22 1 7
72 31 7
1 1 17
1 1 5
51 1 1
12 4 17
51 4 1
52 2 16
26 4 16
15 1 12
1 2 4
1 2 5
50 31 9
1 3 5
1 4 40
15 2 17
18 1 7
85 1 17
85 10 9
1 1 6
34 2 17
10 85 20
8 4 1
7 1 2
85 10 8
1 4 5
6 2 1
13 31 7
54 31 1
7 1 83
3 96 83
1 1 17
15 6 5
51 1 7
14 8 5
19 2 17
85 53 1
7 4 83
7 1 13
1 96 32
85 4 67
85 1 17
7 3 83
31 3 2
59 96 83
2 1 11
1 1 2
1 4 8
7 4 1
7 1 13
1 8 5
15 13 17
15 82 12
8 1 5
51 4 2
1 3 1
1 1 17
1 1 1
26 96 83
